,Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
305,Batman: Arkham Knight,PS4,2015.0,Action,3.95,87.0,89.0,7.6,2679.0,M
306,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,3.95,93.0,81.0,8.0,1958.0,E10+
307,Fallout 3,PS3,2008.0,Role-Playing,3.94,90.0,57.0,8.0,910.0,M
308,Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,3.94,84.0,65.0,8.8,72.0,E10+
309,Donkey Kong Land,GB,1994.0,Platform,3.91,,,,,
310,EA Sports Active,Wii,2009.0,Sports,3.9,81.0,27.0,8.7,39.0,E
311,Tony Hawk's Underground,PS2,2003.0,Sports,3.9,90.0,38.0,8.7,121.0,T
312,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,3.89,86.0,80.0,8.7,348.0,T
313,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,3.88,94.0,32.0,8.1,9073.0,M
314,NBA 2K16,PS4,2015.0,Sports,3.88,87.0,51.0,6.7,364.0,E10+
315,Tekken 5,PS2,2005.0,Fighting,3.87,88.0,62.0,8.6,229.0,T
316,Dragon Warrior III,NES,1988.0,Role-Playing,3.87,,,,,
317,MotorStorm,PS3,2006.0,Racing,3.87,84.0,9.0,7.4,220.0,T
318,Nintendogs + cats,3DS,2011.0,Simulation,3.85,,,,,
319,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,3.85,91.0,26.0,9.1,38.0,E
320,Sports Champions,PS3,2010.0,Sports,3.84,76.0,64.0,7.9,104.0,E10+
321,Namco Museum Vol.1,PS,1995.0,Misc,3.84,,,,,
322,The Legend of Zelda: Link's Awakening,GB,1992.0,Action,3.83,,,,,
323,Call of Duty: Ghosts,PS4,2013.0,Shooter,3.83,78.0,49.0,3.7,1564.0,M
324,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,3.83,59.0,22.0,4.0,4.0,E
325,Tom Clancy's The Division,PS4,2016.0,Shooter,3.8,80.0,64.0,7.0,2219.0,M
326,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,3.79,68.0,33.0,6.9,39.0,E
327,Resident Evil Director's Cut,PS,1996.0,Action,3.77,,,,,
328,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,3.77,,,,,
329,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,3.76,77.0,60.0,7.5,66.0,E10+
330,The Sims: Unleashed,PC,2002.0,Simulation,3.76,79.0,21.0,8.0,29.0,T
331,Ratchet & Clank: Size Matters,PSP,2007.0,Platform,3.74,,,,,
332,Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,3.73,64.0,11.0,7.5,41.0,E
333,Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,3.72,,,,,
334,Resident Evil 3: Nemesis,PS,1999.0,Action,3.72,,,,,
335,Super Paper Mario,Wii,2007.0,Platform,3.71,85.0,56.0,7.9,417.0,E
336,Spyro: Year of the Dragon,PS,2000.0,Platform,3.71,91.0,15.0,8.8,207.0,E
337,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,3.71,88.0,36.0,8.1,840.0,M
338,FIFA Soccer 2005,PS2,2004.0,Sports,3.7,81.0,27.0,7.6,56.0,E
339,Pokémon Trading Card Game,GB,1998.0,Strategy,3.7,,,,,
340,Friend Collection,DS,2009.0,Misc,3.67,,,,,
341,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,3.67,94.0,27.0,8.5,128.0,T
342,Star Wars Battlefront (2015),XOne,2015.0,Shooter,3.66,,,,,
343,MySims,DS,2007.0,Simulation,3.66,67.0,15.0,7.3,13.0,E
344,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,3.65,74.0,34.0,8.4,31.0,E10+
345,Banjo-Kazooie,N64,1998.0,Platform,3.65,,,,,
346,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,3.65,82.0,42.0,7.9,82.0,M
347,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,3.64,90.0,35.0,8.7,312.0,E
348,Pokemon Snap,N64,1999.0,Simulation,3.63,,,,,
349,Pro Evolution Soccer 2008,PS2,2007.0,Sports,3.63,82.0,10.0,7.9,38.0,E
350,Resident Evil 4,PS2,2005.0,Action,3.62,96.0,38.0,8.9,1013.0,M
351,Guitar Hero: World Tour,Wii,2008.0,Misc,3.62,86.0,18.0,7.6,71.0,T
352,FIFA Soccer 10,PS3,2009.0,Sports,3.62,91.0,56.0,7.6,203.0,E
353,Star Wars: Battlefront,PS2,2004.0,Shooter,3.61,82.0,36.0,8.7,142.0,T
354,Doom II: Hell on Earth,PC,1994.0,Shooter,3.61,,,,,
355,The Simpsons: Road Rage,PS2,2001.0,Racing,3.61,64.0,23.0,7.7,32.0,T
356,Luigi's Mansion,GC,2001.0,Action,3.6,78.0,34.0,8.5,161.0,E
357,Battlefield 4,PS4,2013.0,Shooter,3.59,85.0,18.0,6.9,1580.0,M
358,Star Wars: Battlefront II,PS2,2005.0,Shooter,3.59,84.0,30.0,9.0,268.0,T
359,Just Dance 2014,Wii,2013.0,Misc,3.59,,,6.2,10.0,E10+
360,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,3.58,70.0,39.0,8.0,9.0,E
361,WWF SmackDown!,PS,2000.0,Fighting,3.58,,,,,
362,Croc: Legend of the Gobbos,PS,1997.0,Platform,3.56,,,,,
363,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,3.54,78.0,49.0,7.8,112.0,M
364,The Getaway,PS2,2002.0,Action,3.54,72.0,49.0,6.8,88.0,M
365,Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,3.54,,,,,
366,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,3.53,72.0,27.0,7.9,48.0,T
367,LEGO Star Wars: The Video Game,PS2,2005.0,Action,3.53,,,,,
368,Rugrats in Paris: The Movie,PS,2000.0,Action,3.52,,,,,
369,FIFA Soccer 11,X360,2010.0,Sports,3.52,88.0,66.0,7.5,155.0,E
370,Spyro 2: Ripto's Rage!,PS,1999.0,Platform,3.52,,,,,
371,Left 4 Dead,X360,2008.0,Shooter,3.51,89.0,67.0,7.9,1309.0,M
372,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,3.51,,,,,
373,Assassin's Creed: Unity,XOne,2014.0,Action,3.5,72.0,59.0,4.1,1005.0,M
374,Kung Fu,NES,1985.0,Action,3.5,,,,,
375,Resident Evil 5,X360,2009.0,Action,3.5,83.0,91.0,7.5,523.0,M
376,Assassin's Creed: Brotherhood,X360,2010.0,Action,3.49,89.0,81.0,8.3,693.0,M
377,FIFA Soccer 2004,PS2,,Sports,3.49,84.0,20.0,6.4,76.0,E
378,Battlefield 4,PS3,2013.0,Shooter,3.49,80.0,14.0,5.8,579.0,M
379,Batman: Arkham Asylum,X360,2009.0,Action,3.48,92.0,78.0,8.7,1080.0,T
380,Battlefield 4,X360,2013.0,Shooter,3.48,79.0,21.0,5.6,542.0,M
381,Battlefield: Bad Company 2,X360,2010.0,Shooter,3.47,88.0,75.0,8.6,869.0,M
382,Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,3.46,,,,,
383,Guitar Hero: On Tour,DS,2008.0,Misc,3.46,71.0,70.0,8.8,29.0,E10+
384,Clubhouse Games,DS,2006.0,Misc,3.45,83.0,30.0,8.4,28.0,E
385,Monster Hunter 4,3DS,2013.0,Role-Playing,3.44,,,,,
386,Borderlands,X360,2009.0,Shooter,3.44,84.0,83.0,8.2,715.0,M
387,Tekken 4,PS2,2002.0,Fighting,3.44,79.0,23.0,8.3,126.0,T
388,Final Fantasy III,SNES,1994.0,Role-Playing,3.42,,,,,
389,Grand Theft Auto 2,PS,1998.0,Action,3.42,70.0,15.0,8.0,67.0,T
390,Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,3.41,93.0,86.0,8.2,3943.0,M
391,Spider-Man 2,PS2,2004.0,Action,3.41,80.0,50.0,8.9,106.0,T
392,F-1 Race,GB,1990.0,Racing,3.41,,,,,
393,FIFA Soccer 2003,PS2,2002.0,Sports,3.4,88.0,15.0,6.7,35.0,E
394,LittleBigPlanet 2,PS3,2011.0,Platform,3.39,91.0,86.0,8.4,657.0,E
395,Crash Bash,PS,2000.0,Misc,3.39,68.0,12.0,8.2,99.0,E
396,Assassin's Creed Syndicate,PS4,2015.0,Action,3.39,76.0,86.0,6.8,1319.0,M
397,LEGO Batman: The Videogame,X360,2008.0,Action,3.38,76.0,49.0,7.9,75.0,E10+
398,Destiny,XOne,2014.0,Shooter,3.37,75.0,11.0,5.5,1735.0,T
399,WWF War Zone,PS,1998.0,Fighting,3.36,,,,,
400,The Legend of Zelda: Majora's Mask,N64,2000.0,Action,3.36,,,,,
401,Far Cry 3,PS3,2012.0,Shooter,3.35,90.0,32.0,8.5,1041.0,M
402,Rugrats: Search For Reptar,PS,1998.0,Adventure,3.34,,,,,
403,English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,3.33,,,,,
404,James Bond 007: Nightfire,PS2,2002.0,Shooter,3.33,77.0,20.0,8.5,66.0,T
405,Ratchet & Clank,PS2,2002.0,Platform,3.33,,,,,
406,Monster Hunter X,3DS,2015.0,Action,3.32,,,,,
407,Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,3.32,60.0,34.0,7.2,82.0,T
408,The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,3.31,87.0,75.0,7.8,228.0,E10+
409,Max Payne,PS2,2001.0,Shooter,3.31,80.0,21.0,8.5,86.0,M
410,Assassin's Creed IV: Black Flag,X360,2013.0,Action,3.3,86.0,35.0,7.9,701.0,M
411,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,3.28,85.0,31.0,8.7,105.0,T
412,Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,3.28,,,,,
413,Gears of War: Ultimate Edition,XOne,2015.0,Shooter,3.28,82.0,74.0,7.5,563.0,M
414,True Crime: Streets of LA,PS2,2003.0,Action,3.27,77.0,39.0,8.0,94.0,M
415,Professor Layton and the Unwound Future,DS,2008.0,Puzzle,3.26,86.0,62.0,9.2,111.0,E10+
416,Gran Turismo (PSP),PSP,2009.0,Racing,3.25,,,,,
417,FIFA 16,XOne,2015.0,Sports,3.25,84.0,45.0,4.4,459.0,E
418,Wii Music,Wii,2008.0,Misc,3.25,63.0,43.0,4.6,116.0,E
419,Tekken,PS,1995.0,Fighting,3.24,,,,,
420,Madden NFL 16,PS4,2015.0,Sports,3.24,83.0,37.0,5.9,180.0,E
421,Gran Turismo 6,PS3,2013.0,Racing,3.23,81.0,81.0,7.7,758.0,E
422,Halo: The Master Chief Collection,XOne,2014.0,Shooter,3.23,85.0,69.0,7.2,1267.0,M
423,007: Tomorrow Never Dies,PS,1999.0,Shooter,3.21,,,,,
424,Super Mario Maker,WiiU,2015.0,Platform,3.21,88.0,85.0,8.7,691.0,E
425,WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,3.2,,,,,
426,Baseball,NES,1983.0,Sports,3.2,,,,,
427,Killer Instinct,SNES,1995.0,Fighting,3.2,,,,,
428,Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,3.19,,,,,
429,God of War: Chains of Olympus,PSP,2008.0,Action,3.18,91.0,79.0,8.6,565.0,M
430,Enter the Matrix,PS2,2003.0,Action,3.18,62.0,30.0,8.1,137.0,T
431,Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,3.18,83.0,67.0,8.0,463.0,T
432,Dance Central,X360,2010.0,Misc,3.17,82.0,63.0,7.6,85.0,T
433,L.A. Noire,PS3,2011.0,Adventure,3.17,89.0,78.0,7.7,1010.0,M
434,Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,3.17,89.0,22.0,9.1,95.0,E
435,Animal Crossing,GC,2001.0,Simulation,3.15,87.0,42.0,8.9,137.0,E
436,FIFA Soccer 08,PS2,2007.0,Sports,3.14,83.0,12.0,6.5,36.0,E
437,Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,3.14,,,8.0,37.0,E
438,Spider-Man,PS,2000.0,Action,3.13,87.0,19.0,9.0,107.0,E
439,Mario Party 9,Wii,2012.0,Misc,3.13,73.0,45.0,6.8,155.0,E
440,Need for Speed III: Hot Pursuit,PS,1998.0,Racing,3.12,88.0,13.0,,,E
441,Star Wars Episode I Racer,N64,1999.0,Racing,3.12,,,,,
442,Sonic Rush,DS,2005.0,Platform,3.12,82.0,43.0,8.5,101.0,E
443,Dragon Warrior IV,NES,1990.0,Role-Playing,3.12,,,,,
444,Rhythm Heaven,DS,2008.0,Misc,3.11,83.0,48.0,9.0,63.0,E
445,Fallout: New Vegas,PS3,2010.0,Role-Playing,3.11,82.0,57.0,7.8,492.0,M
446,Personal Trainer: Cooking,DS,2006.0,Misc,3.11,81.0,12.0,7.8,10.0,E
447,The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,3.1,93.0,45.0,8.0,604.0,M
448,The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,3.1,91.0,81.0,8.9,1057.0,E
449,Resident Evil 6,PS3,2012.0,Shooter,3.1,74.0,34.0,5.4,1304.0,M
450,Mass Effect 2,X360,2010.0,Role-Playing,3.1,96.0,98.0,8.9,3143.0,M
451,Dragon Ball Z: Budokai,PS2,2002.0,Fighting,3.09,67.0,28.0,7.9,71.0,T
452,Madden NFL 2002,PS2,2001.0,Sports,3.08,94.0,23.0,7.9,46.0,E
453,World Class Track Meet,NES,1986.0,Sports,3.08,,,,,
454,Donkey Kong,GB,1994.0,Platform,3.07,,,,,
455,The Sims: Vacation,PC,2002.0,Simulation,3.07,75.0,18.0,7.8,22.0,T
456,LEGO Batman: The Videogame,Wii,,Action,3.06,74.0,17.0,7.9,22.0,E10+
457,Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,3.05,66.0,60.0,6.9,106.0,E
458,The Sims 4,PC,2014.0,Simulation,3.05,70.0,74.0,3.9,2057.0,T
459,Borderlands 2,X360,2012.0,Shooter,3.05,89.0,59.0,8.2,892.0,M
460,LEGO Batman: The Videogame,DS,2008.0,Action,3.05,72.0,16.0,8.0,16.0,E10+
461,Kung Fu Panda,X360,2008.0,Action,3.04,75.0,42.0,7.4,32.0,E10+
462,Mass Effect 3,X360,2012.0,Role-Playing,3.04,93.0,74.0,5.8,3725.0,M
463,Heavy Rain,PS3,2010.0,Adventure,3.03,87.0,107.0,7.7,2759.0,M
464,Rayman,PS,1995.0,Platform,3.03,,,,,
465,Saints Row 2,X360,2008.0,Action,3.03,81.0,75.0,8.1,307.0,M
466,Tom Clancy's Splinter Cell,XB,2002.0,Action,3.02,93.0,46.0,8.5,121.0,T
467,Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,3.02,,,,,
468,WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,3.02,,,,,
469,FIFA 14,PS4,2013.0,Sports,3.01,87.0,26.0,6.3,616.0,E
470,Killzone 2,PS3,2009.0,Shooter,3.01,91.0,94.0,8.1,1505.0,M
471,Far Cry 3,X360,2012.0,Shooter,3.0,91.0,39.0,8.6,1247.0,M
472,Epic Mickey,Wii,2010.0,Platform,3.0,73.0,78.0,7.0,131.0,E
473,NBA 2K13,X360,2012.0,Sports,3.0,88.0,41.0,7.2,131.0,E
474,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,3.0,73.0,24.0,9.2,173.0,T
475,wwe Smackdown vs. Raw 2006,PS2,,Fighting,3.0,,,,,
476,Star Fox,SNES,1993.0,Shooter,2.99,,,,,
477,The Sims: Livin Large,PC,2000.0,Misc,2.99,82.0,23.0,6.6,20.0,T
478,World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,2.99,93.0,24.0,9.1,65.0,E
479,Devil May Cry,PS2,2001.0,Action,2.99,94.0,37.0,8.5,466.0,M
480,Star Wars: The Old Republic,PC,2011.0,Role-Playing,2.96,85.0,73.0,5.9,2748.0,T
481,Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,2.96,84.0,85.0,8.1,1886.0,M
482,Sonic Heroes,PS2,2003.0,Platform,2.96,64.0,29.0,7.8,94.0,E
483,Hitman 2: Silent Assassin,PS2,2002.0,Action,2.96,85.0,19.0,7.8,78.0,M
484,Titanfall,XOne,2014.0,Shooter,2.95,86.0,68.0,6.4,2658.0,M
485,Battlefield: Bad Company 2,PS3,2010.0,Shooter,2.95,88.0,59.0,8.5,572.0,M
486,Wave Race 64,N64,1996.0,Racing,2.94,,,,,
487,SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,2.94,87.0,42.0,9.0,93.0,M
488,WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,2.94,,,,,
489,Pac-Man Collection,GBA,2001.0,Puzzle,2.94,79.0,13.0,7.8,4.0,E
490,Street Fighter IV,X360,2009.0,Fighting,2.94,93.0,77.0,7.3,292.0,T
491,inFAMOUS,PS3,2009.0,Action,2.93,85.0,98.0,8.3,1172.0,T
492,Kirby Super Star Ultra,DS,2008.0,Platform,2.92,76.0,40.0,8.8,76.0,E
493,Call of Duty: Ghosts,XOne,2013.0,Shooter,2.92,78.0,7.0,4.3,700.0,M
494,FIFA 15,X360,2014.0,Sports,2.92,,,4.2,85.0,E
495,Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,2.91,,,,,
496,Mass Effect,X360,2007.0,Role-Playing,2.91,91.0,74.0,8.7,1692.0,M
497,Sonic Mega Collection Plus,PS2,2004.0,Misc,2.9,73.0,21.0,8.6,30.0,E
498,World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,2.9,93.0,28.0,9.0,45.0,E
499,Sega Superstars Tennis,X360,2008.0,Sports,2.89,67.0,45.0,6.8,18.0,E10+
500,Hot Shots Golf 3,PS2,2001.0,Sports,2.89,85.0,30.0,8.9,16.0,E
501,Cooking Mama: Cook Off,Wii,2007.0,Simulation,2.89,61.0,37.0,5.3,23.0,E
502,Call of Duty: Finest Hour,PS2,2004.0,Shooter,2.89,76.0,49.0,7.7,69.0,T
503,WarioWare: Smooth Moves,Wii,2006.0,Puzzle,2.89,83.0,61.0,7.4,179.0,E10+
504,Syphon Filter,PS,1999.0,Shooter,2.88,,,,,
505,Imagine: Babyz,DS,2007.0,Simulation,2.87,,,7.7,15.0,E
506,Colin McRae Rally,PS,1998.0,Racing,2.87,,,,,
507,Madden NFL 13,X360,2012.0,Sports,2.86,81.0,36.0,5.8,179.0,E
508,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,2.86,87.0,34.0,8.7,111.0,T
509,Assassin's Creed IV: Black Flag,PS4,2013.0,Action,2.85,83.0,29.0,7.8,1530.0,M
510,Command & Conquer: Red Alert,PC,1996.0,Strategy,2.85,,,,,
511,F-Zero,SNES,1990.0,Racing,2.85,,,,,
512,Yoshi's Story,N64,1997.0,Platform,2.85,,,,,
513,Mortal Kombat,PS3,2011.0,Fighting,2.84,84.0,60.0,8.4,494.0,M
514,Madden NFL 10,X360,2009.0,Sports,2.83,85.0,58.0,6.1,90.0,E
515,WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,2.83,,,,,
516,BioShock,X360,2007.0,Shooter,2.83,96.0,88.0,8.9,2249.0,M
517,Metroid Prime,GC,2002.0,Shooter,2.82,97.0,70.0,9.3,747.0,T
518,Assassin's Creed: Brotherhood,PS3,2010.0,Action,2.82,90.0,59.0,8.2,791.0,M
519,Finding Nemo,GBA,2003.0,Action,2.82,,,7.0,8.0,E
520,Zumba Fitness 2,Wii,2011.0,Sports,2.81,,,7.13,,T
521,Myst,PC,1994.0,Adventure,2.81,,,,,
522,Medal of Honor,PS3,2010.0,Shooter,2.81,75.0,56.0,7.5,286.0,M
523,Need for Speed: Most Wanted,PS3,2012.0,Racing,2.81,,,,,
524,Imagine: Fashion Designer,DS,2007.0,Simulation,2.8,,,7.6,7.0,E
525,WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,2.8,,,,,
526,Hot Shots Golf,PS,1997.0,Sports,2.79,,,,,
527,A Bug's Life,PS,1998.0,Platform,2.79,,,,,
528,WWF SmackDown! Just Bring It,PS2,2001.0,Fighting,2.79,,,,,
529,inFAMOUS: Second Son,PS4,2014.0,Action,2.79,80.0,90.0,7.9,2944.0,T
530,Dragon Quest V: Tenkuu no Hanayome,SNES,1992.0,Role-Playing,2.79,,,,,
531,Mortal Kombat Trilogy,PS,1996.0,Fighting,2.79,,,,,
532,Monster Hunter Tri,3DS,2011.0,Role-Playing,2.79,,,,,
533,NBA Street,PS2,2001.0,Sports,2.79,89.0,22.0,8.6,39.0,E
534,Jak II,PS2,2003.0,Platform,2.78,87.0,47.0,8.2,241.0,T
535,Ratchet & Clank: Going Commando,PS2,2003.0,Platform,2.78,,,,,
536,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,2.78,89.0,59.0,7.2,301.0,E10+
537,Skylanders: Spyro's Adventure,Wii,2011.0,Action,2.78,81.0,11.0,5.6,31.0,E10+
538,Battlefield 3,PC,2011.0,Shooter,2.78,89.0,61.0,7.5,4926.0,M
539,Mortal Kombat X,PS4,2015.0,Fighting,2.78,83.0,81.0,7.7,836.0,M
540,The Sims,PS2,2003.0,Simulation,2.77,83.0,33.0,7.7,46.0,T
541,Killzone 3,PS3,2011.0,Shooter,2.77,84.0,85.0,7.9,942.0,M
542,Star Wars: The Force Unleashed,X360,2008.0,Action,2.77,73.0,74.0,6.7,389.0,T
543,Minecraft,XOne,2014.0,Misc,2.76,,,,,
544,Yoshi's Island DS,DS,2006.0,Platform,2.76,81.0,42.0,7.4,67.0,E
545,Saints Row: The Third,X360,2011.0,Action,2.76,84.0,70.0,7.6,490.0,M
546,Missile Command,2600,1980.0,Shooter,2.76,,,,,
547,Mario Paint,SNES,1992.0,Misc,2.75,,,,,
548,Tekken 6,PS3,2009.0,Fighting,2.75,79.0,63.0,7.4,211.0,T
549,Pokémon Stadium 2,N64,2000.0,Strategy,2.73,,,,,
550,Metroid,NES,1986.0,Action,2.73,,,,,
551,Sonic and the Secret Rings,Wii,2007.0,Platform,2.73,69.0,44.0,6.6,174.0,E
552,FIFA 16,PS3,2015.0,Sports,2.71,,,3.2,58.0,E
553,The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,2.7,95.0,30.0,9.1,314.0,E
554,Onimusha: Warlords,PS2,2001.0,Action,2.7,86.0,23.0,8.2,56.0,M
555,Mario Party,N64,1998.0,Misc,2.7,,,,,
556,L.A. Noire,X360,2011.0,Adventure,2.7,89.0,83.0,7.8,893.0,M
557,Call of Duty 3,X360,2006.0,Shooter,2.7,82.0,71.0,6.5,233.0,T
558,Madden NFL 12,X360,2011.0,Sports,2.69,78.0,55.0,5.9,94.0,E
559,LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,2.69,84.0,32.0,9.0,41.0,E10+
560,Killzone: Shadow Fall,PS4,2013.0,Shooter,2.69,73.0,88.0,6.8,2102.0,M
561,Madden NFL 11,X360,2010.0,Sports,2.69,84.0,47.0,5.7,120.0,E
562,Burnout 3: Takedown,PS2,2004.0,Racing,2.68,93.0,52.0,9.1,271.0,T
563,Yokai Watch 2 Shinuchi,3DS,2014.0,Role-Playing,2.68,,,,,
564,Mortal Kombat,GEN,1992.0,Fighting,2.67,,,,,
565,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,2.67,79.0,51.0,7.7,18.0,E
566,Professor Layton and the Last Specter,DS,2009.0,Puzzle,2.67,83.0,58.0,8.7,52.0,E10+
567,Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,2.67,77.0,39.0,8.2,69.0,T
568,Medal of Honor,PS,1998.0,Shooter,2.67,92.0,17.0,8.6,80.0,T
569,Fable,XB,2004.0,Role-Playing,2.66,85.0,87.0,8.5,268.0,M
570,Guitar Hero: World Tour,X360,2008.0,Misc,2.66,85.0,67.0,6.3,171.0,T
571,FIFA 17,XOne,2016.0,Sports,2.65,84.0,50.0,5.5,201.0,E
572,Hannah Montana,DS,2006.0,Action,2.65,,,6.7,10.0,E
573,Tom Clancy's Splinter Cell,PS2,2003.0,Action,2.65,89.0,24.0,7.7,102.0,T
574,Super Mario Bros.: The Lost Levels,NES,1986.0,Platform,2.65,,,,,
575,Need for Speed: Shift,PS3,2009.0,Racing,2.65,84.0,55.0,6.9,113.0,E
576,Star Wars: Shadows of the Empire,N64,1996.0,Action,2.65,,,,,
577,Medal of Honor Heroes,PSP,2006.0,Shooter,2.65,71.0,24.0,7.9,47.0,T
578,Final Fantasy XIII-2,PS3,2011.0,Role-Playing,2.63,79.0,53.0,6.6,707.0,T
579,Midnight Club: Street Racing,PS2,2000.0,Racing,2.63,78.0,18.0,7.8,21.0,T
580,Skate 3,X360,2010.0,Sports,2.63,80.0,65.0,8.0,127.0,T
581,ESPN NFL 2K5,PS2,2004.0,Sports,2.62,90.0,37.0,8.2,84.0,E
582,Halo Wars,X360,2009.0,Strategy,2.62,82.0,92.0,7.2,454.0,T
583,NBA 2K12,X360,2011.0,Sports,2.62,90.0,42.0,7.7,134.0,E
584,Pac-Man: Adventures in Time,PSP,2006.0,Fighting,2.62,,,,,
585,FIFA Soccer 10,X360,2009.0,Sports,2.62,90.0,63.0,7.5,133.0,E
586,Medal of Honor,X360,2010.0,Shooter,2.61,74.0,71.0,6.7,288.0,M
587,Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,2.61,71.0,16.0,7.6,49.0,E
588,Streets of Rage,GEN,1990.0,Action,2.6,,,,,
589,God of War Collection,PS3,2009.0,Action,2.6,91.0,50.0,8.7,529.0,M
590,NBA Live 2005,PS2,2004.0,Sports,2.59,84.0,21.0,8.1,44.0,E
591,Mario Strikers Charged,Wii,2007.0,Sports,2.58,79.0,47.0,8.0,124.0,E10+
592,FIFA Soccer 09,PS3,2008.0,Sports,2.58,87.0,42.0,7.5,108.0,E
593,Style Savvy,DS,2008.0,Simulation,2.58,73.0,4.0,7.7,7.0,E
594,WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,2.58,80.0,27.0,8.6,57.0,T
595,LEGO Star Wars: The Complete Saga,X360,2007.0,Action,2.57,80.0,24.0,7.4,114.0,E10+
596,Ratchet & Clank: Up Your Arsenal,PS2,2004.0,Platform,2.57,,,,,
597,Madden NFL 08,PS2,2007.0,Sports,2.57,78.0,11.0,7.8,17.0,E
598,Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,2.57,72.0,38.0,8.7,83.0,T
599,Ratchet & Clank Future: Tools of Destruction,PS3,2007.0,Platform,2.56,,,,,
600,Super Mario All-Stars: Limited Edition,Wii,2010.0,Platform,2.56,,,,,
601,Sonic Adventure 2 Battle,GC,2001.0,Platform,2.56,73.0,28.0,8.3,179.0,E
602,Dragon Warrior II,NES,1987.0,Role-Playing,2.56,,,,,
603,Ghostbusters: The Video Game (DS Version),X360,2009.0,Action,2.56,,,,,
604,Madden NFL 13,PS3,2012.0,Sports,2.56,83.0,22.0,5.5,101.0,E
605,Dragon Age: Origins,X360,2009.0,Role-Playing,2.56,86.0,68.0,7.9,725.0,M
606,Pokémon Colosseum,GC,2003.0,Role-Playing,2.54,73.0,37.0,8.0,89.0,E
607,LittleBigPlanet,PSP,2009.0,Platform,2.54,87.0,68.0,7.8,98.0,E10+
608,Madden NFL 09,X360,2008.0,Sports,2.53,83.0,50.0,7.0,125.0,E
609,Space Invaders,2600,,Shooter,2.53,,,,,
610,Crazy Taxi,PS2,2001.0,Racing,2.52,80.0,15.0,7.9,46.0,T
611,Art Academy,DS,2010.0,Misc,2.52,75.0,15.0,8.0,5.0,E
